id,source_count
84714074737982938290533103109380299181936803588866351163346561073459046068165,11
72186260292935603662392390876181869859328823851673647455407063474416610114497,11
13378555162054469878277949486920634762992601554580765445438635319052424391440,11
32471866388749133882910491759030154931080616386409466158978581992020134103036,11
68754678984665268610652294736460415302650630576321053534152644986740239598649,11
101828596105827165181905861298423154982946918144045050847673196103791891171456,11
80813407743551870018312431689066340544613739091955135451355528735273205250859,11
94168166890806678934712987739059356711517189600010380262417441046772939159332,11
53196922927707497164372278310420711468738758882495203132587889590247476416972,10
86653498042838876705251956801989664228768615258464009606658646838389232035882,10
95368527119769103179752582305548448967728234940324984242835658797755584147613,10
38685049789856794754785836482489886068546387915650006531249580489727083819256,10
111720419592317675233413866608254674899554045833471598816365058199943085369098,10
7159759258558548024921869884249485036697308613793371737185314935439756023896,10
36704562559553865362470789057099700253158195697504807159648328157953883288919,10
86411446105189021265119520286551209137925966038413209516054926303785111238978,10
41137423086571000548239733370141293644672873506988485538395854089739565889279,10
110214616167823268626102084136180917341772190250424243633906458363451679922361,10
65448920808086701200623319992398591956326063976842407662838836589739127006166,10
96600285694299036422290354624880521447226532435128106531763560066414920147397,10
93432860933692050779857883010404537634655492463464481516418210125109829187689,10
48357153116419369535678259940417741690824948763840559851968344630628278166693,10
101544884608160438668337177488008973452125741918807418624288319488905970362546,10
34233259517721129911766389469490798066420679392544102569142661698337755993811,10
24854696320577549072052775086104456675171250445607040911488917886169464314442,10
19126406480002485648834528176104522468136039675929394810154488338911208636099,10
4842189745776746327864771753417574088560493487443621872529240090879861133596,10
94254435786560126800733140648123872666185381018744757452364705424647068458285,10
113561329586407642495063504498526554587581025652240021020854064987426813778663,10
17888818475103049396755201524018307404786755681942607596874313991169581478562,10
6095658845061191918437926641823526965122915920207121387548201264685604093937,10
85279450399257685652963288102495665418782632979224619679108455791497155044078,10
91165303318933712617284341973105705770036459588985107509314007974654315163034,10
75064169797473104906337093919736709936176440406390928792832027126885397722878,10
115252764569453928798808924229236795131709570941443826306237049577373818214569,10
40725300146529893707067991731102279464807351388692791296558027048485180211001,10
13688232541792571495893574970267147319129680712998701242190422670904963428343,10
84919464912984458573141140231847461402062704502054711152974593208400144026961,10
97753314867133693237386223534547856813062452364167883102270823967146668273598,10
49069999385626491254706106778668693400940158869714297537975503510199247361314,10
25599469225266295426679561879110100234856270857812434470448654358159706434339,10
111948227769113729351169377250280859036740303243650532057869266681618547473978,9
27277519712265434493036947161860082017279149475403424742942201256884948834277,9
83113738449879660412567117540955576994044249826005883777700731356777992950611,9
7956142443966922802290628035295039079553104671274268354285901386021929465334,9
26900428655529474559097483286523974457619513976571901498946485751849211582713,9
19810519575772668362046048676907507654488363762567797183092308690485858060769,9
8956526111205028826401335568092142685778198711175525654704821165296109506143,9
83322255252180369428399244907046500675912385463263732153840795372909367869649,9
15490113509249754744418543940070420930757170589377338800004927259584875700031,9
2452571173109156312953955674049792093255765239777841579033371594365487498375,9
10919553191653949140592978721407006378841688032696089375998436677285948551388,9
45993014629492242906001076599227685813400862034929869612641117495005133233909,9
20024391230924550996794470320264817654936071844622241396977987423447751611677,9
48612370321380754791135198860777686914106067281535896231532987755461599105274,9
58392663814767137213464316487420623243242372912724226096957589986871509136092,9
98299894298039872939806313762622220246854433445040857144362606073012223995681,9
94790138237713088344680889864113562086430251159817053296737088548329742458830,9
111480447759220218764592830657945477825955860760471171735873309397196256035171,9
37786265880841990843163908755461096619296277809891880582168078004099700720735,9
49636672906151565722838254338652377637798270736947488298838781573317212992790,9
39630090389007651529177903918719614512198635933703630924576174013078013607727,9
12012788800738012376156650335285156434156510853594073108370226621691905772423,9
71644386605927613576154477229900465962695255743241670865640986746219518874588,9
2465777082379375267000249881490336888003814032606603768503471464726371567647,9
38687445872263948318846907560836122849409130731887653662769137302592427532438,9
58102028294809974092640439206144513257975471700289964521509529322022609294421,9
104540969139277114011964515014120830339056124823173849010250659596142550077834,9
6153585335187494508061524304249635386401119633981739265942925057052962207206,9
61039916778736149427014432591184491588734710557598471495133680662666865352646,9
44410607523971965696187909544409515187778279926110960687820735020887936574767,9
9243532071920774057949872924022128125275830968532395844658232407442111377441,9
96810585438281739560282349808897560693838613539656308314807784620269381762713,9
105041947676872576170727743612344785975014263295882770195416884197543480089335,9
32162824396793892076106192476714455660755904082191226946452182413970841964874,9
59881841000463336649411233552421659178767084809453732563294862690995136981324,9
28808514331602004924839622278973485609100592626449093104292432553687005137700,9
80436106814968448275871706821687340993165675182695304148518965443177521423202,9
